,age,job,marital,education,balance,housing,loan,campaign,pdays,deposit
2814,33.0,services,divorced,secondary,2411,yes,no,1,53.375,yes
2815,43.0,blue-collar,married,secondary,4087,no,no,1,-1.0,yes
2816,61.0,retired,married,secondary,86,no,no,1,-1.0,yes
2817,43.0,technician,single,unknown,4087,no,no,1,53.375,yes
2818,57.0,management,married,primary,4087,no,no,4,53.375,yes
2819,33.0,management,married,tertiary,4087,no,no,1,53.375,yes
2820,74.5,management,married,unknown,1780,yes,no,2,53.375,yes
2821,35.0,technician,single,secondary,183,no,no,1,52.0,yes
2822,59.0,retired,married,primary,3648,no,no,2,53.375,yes
2823,74.5,retired,married,secondary,4087,no,no,2,-1.0,yes
2824,73.0,retired,married,primary,542,no,no,1,53.375,yes
2825,74.5,retired,married,primary,243,no,no,1,-1.0,yes
2826,41.0,unknown,single,unknown,942,no,no,1,53.375,yes
2827,57.0,technician,married,secondary,254,no,no,1,-1.0,yes
2828,28.0,technician,single,unknown,0,yes,no,1,53.375,yes
2829,38.0,blue-collar,single,secondary,0,no,no,1,53.375,yes
2830,52.0,services,married,secondary,992,yes,no,1,53.375,yes
2831,22.0,student,single,secondary,23,no,no,1,-1.0,yes
2832,53.0,unknown,married,primary,732,no,no,2,-1.0,yes
2833,60.0,admin.,married,unknown,4087,yes,no,1,-1.0,yes
2834,56.0,management,married,secondary,0,no,no,1,53.375,yes
2835,38.0,housemaid,divorced,secondary,70,no,no,3,53.375,yes
2836,44.0,management,single,tertiary,4087,no,no,2,-1.0,yes
2837,69.0,retired,divorced,secondary,4087,no,no,2,53.375,yes
2838,36.0,student,single,tertiary,129,no,no,1,-1.0,yes
2839,74.5,self-employed,married,unknown,4087,no,no,1,-1.0,yes
2840,65.0,retired,married,primary,1004,no,no,1,-1.0,yes
2841,64.0,retired,married,secondary,4087,no,no,1,-1.0,yes
2842,30.0,admin.,single,secondary,914,yes,no,3,53.375,yes
2843,57.0,housemaid,married,tertiary,2326,no,no,1,53.375,yes
2844,31.0,management,married,tertiary,81,yes,no,2,-1.0,yes
2845,36.0,management,married,tertiary,203,no,no,1,-1.0,yes
2846,64.0,management,married,tertiary,3951,no,no,1,-1.0,yes
2847,54.0,technician,married,unknown,240,yes,no,1,-1.0,yes
2848,26.0,admin.,single,secondary,338,no,no,1,53.375,yes
2849,51.0,self-employed,single,secondary,0,no,no,2,-1.0,yes
2850,72.0,retired,married,secondary,0,no,no,3,-1.0,yes
2851,30.0,management,married,tertiary,944,no,no,2,-1.0,yes
2852,60.0,blue-collar,married,primary,5,no,no,1,-1.0,yes
2853,30.0,management,single,tertiary,697,no,no,3,53.375,yes
2854,66.0,retired,married,tertiary,1948,no,no,2,53.375,yes
2855,50.0,technician,married,secondary,3654,no,no,2,53.375,yes
2856,47.0,management,single,tertiary,551,no,no,1,-1.0,yes
2857,74.5,retired,married,primary,997,no,no,2,53.375,yes
2858,61.0,management,married,tertiary,477,yes,no,1,53.375,yes
2859,47.0,management,married,tertiary,3663,no,no,2,53.375,yes
2860,30.0,technician,single,secondary,853,no,no,1,53.375,yes
2861,21.0,student,single,primary,4087,no,no,1,-1.0,yes
2862,62.0,management,married,tertiary,4087,no,no,2,-1.0,yes
2863,26.0,technician,single,secondary,44,no,no,1,-1.0,yes
2864,36.0,blue-collar,married,secondary,1193,no,no,1,-1.0,yes
2865,74.5,retired,married,primary,230,no,no,1,-1.0,yes
2866,61.0,retired,married,primary,4087,no,no,1,-1.0,yes
2867,70.0,retired,married,secondary,2384,no,no,2,-1.0,yes
2868,60.0,management,married,tertiary,3401,no,no,1,53.375,yes
2869,41.0,services,married,tertiary,881,no,no,3,-1.0,yes
2870,22.0,student,single,secondary,1522,no,no,2,-1.0,yes
2871,60.0,retired,divorced,secondary,4087,no,no,2,-1.0,yes
2872,54.0,technician,married,secondary,473,no,yes,1,53.375,yes
2873,35.0,self-employed,single,tertiary,4087,no,no,1,53.375,yes
2874,59.0,management,married,secondary,4087,no,no,2,-1.0,yes
2875,29.0,student,single,unknown,4087,no,no,3,-1.0,yes
2876,48.0,management,married,secondary,0,yes,yes,1,53.375,yes
2877,37.0,management,married,tertiary,238,no,no,1,-1.0,yes
2878,36.0,management,single,tertiary,62,yes,no,1,53.375,yes
2879,52.0,admin.,single,secondary,2398,yes,no,1,-1.0,yes
2880,67.0,retired,divorced,secondary,704,no,no,1,-1.0,yes
2881,36.0,self-employed,married,tertiary,506,no,no,1,53.375,yes
2882,64.0,management,married,unknown,2352,no,no,4,53.375,yes
2883,29.0,technician,single,secondary,938,no,no,1,-1.0,yes
2884,27.0,management,single,tertiary,1720,no,no,2,53.375,yes
2885,74.5,retired,married,primary,1492,no,no,1,-1.0,yes
2886,34.0,management,married,tertiary,1778,no,no,1,53.375,yes
2887,54.0,technician,married,secondary,0,no,no,5,53.375,yes
2888,67.0,retired,married,primary,942,no,no,2,53.375,yes
2889,24.0,technician,married,secondary,556,yes,no,2,53.375,yes
2890,53.0,admin.,married,secondary,4087,no,no,1,-1.0,yes
2891,33.0,student,married,secondary,1536,no,no,1,53.375,yes
2892,24.0,student,single,tertiary,235,no,no,1,-1.0,yes
2893,32.0,management,single,tertiary,935,no,no,1,53.375,yes
2894,60.0,self-employed,married,tertiary,4087,no,no,1,53.375,yes
2895,64.0,entrepreneur,married,tertiary,2331,no,no,1,-1.0,yes
2896,35.0,management,single,tertiary,1228,no,no,2,53.375,yes
2897,24.0,student,single,secondary,125,no,no,1,53.375,yes
2898,42.0,management,married,tertiary,2816,no,no,2,-1.0,yes
2899,40.0,management,married,tertiary,0,no,no,1,53.375,yes
2900,33.0,management,married,tertiary,4087,yes,no,2,53.375,yes
2901,71.0,housemaid,divorced,primary,1311,no,no,2,53.375,yes
2902,52.0,unemployed,married,secondary,94,no,no,3,53.375,yes
2903,47.0,admin.,married,secondary,0,no,no,1,53.375,yes
2904,49.0,management,married,primary,3371,no,no,2,-1.0,yes
2905,26.0,management,single,tertiary,943,no,no,1,53.375,yes
2906,40.0,management,married,tertiary,4087,no,no,3,-1.0,yes
2908,33.0,services,married,secondary,1076,no,no,1,53.375,yes
2909,35.0,management,married,tertiary,0,yes,no,2,53.375,yes
2911,20.0,student,single,unknown,801,no,no,2,-1.0,yes
2913,21.0,student,single,secondary,123,no,no,1,53.375,yes
2914,36.0,blue-collar,single,secondary,3623,no,no,1,53.375,yes
2915,31.0,management,single,tertiary,533,no,no,3,53.375,yes
2916,42.0,technician,married,secondary,994,yes,no,3,53.375,yes
2917,33.0,services,married,secondary,386,no,no,1,53.375,yes
2918,29.0,management,single,tertiary,1026,no,no,1,53.375,yes
2919,30.0,unemployed,single,secondary,2424,no,no,1,53.375,yes
2920,32.0,management,married,tertiary,1331,no,no,1,53.375,yes
2921,54.0,unknown,married,secondary,2206,no,no,1,53.375,yes
2922,74.5,retired,divorced,tertiary,0,no,no,1,-1.0,yes
2923,47.0,management,married,tertiary,4087,no,yes,1,53.375,yes
2924,48.0,blue-collar,married,secondary,1230,yes,no,1,53.375,yes
2925,74.5,retired,divorced,secondary,3417,no,no,1,-1.0,yes
2926,38.0,admin.,married,secondary,1767,yes,no,6,-1.0,yes
2927,27.0,student,single,tertiary,4087,no,no,2,53.375,yes
2928,43.0,services,single,secondary,3403,yes,no,2,53.375,yes
2929,33.0,technician,married,secondary,133,no,no,2,53.375,yes
2930,27.0,admin.,single,secondary,4087,no,no,4,53.375,yes
2931,74.5,retired,married,primary,3324,no,no,1,53.375,yes
2932,74.5,retired,married,primary,4087,no,no,1,53.375,yes
2933,71.0,retired,married,primary,2600,no,no,2,53.375,yes
2934,39.0,admin.,married,secondary,260,yes,no,1,53.375,yes
2935,18.0,student,single,primary,608,no,no,1,53.375,yes
2936,58.0,services,divorced,secondary,462,no,no,1,53.375,yes
2937,44.0,technician,divorced,secondary,14,no,no,1,53.375,yes
2938,67.0,retired,married,secondary,1146,no,no,1,53.375,yes
2939,31.0,services,single,secondary,181,no,no,2,53.375,yes
2940,61.0,retired,married,secondary,3114,no,no,1,-1.0,yes
2941,36.0,technician,single,secondary,376,no,no,1,53.375,yes
2943,24.0,student,single,secondary,382,no,no,2,53.375,yes
2944,33.0,admin.,married,secondary,920,no,no,1,53.375,yes
2945,34.0,blue-collar,single,unknown,129,yes,yes,1,53.375,yes
2946,58.0,admin.,married,secondary,169,no,no,1,53.375,yes
2947,64.0,retired,married,unknown,679,no,no,1,-1.0,yes
2948,27.0,blue-collar,single,secondary,535,no,no,1,53.375,yes
2949,63.0,management,married,tertiary,3115,no,no,5,-1.0,yes
2950,23.0,student,single,secondary,1234,no,no,1,-1.0,yes
2951,37.0,technician,single,tertiary,197,no,no,1,53.375,yes
2952,43.0,management,married,tertiary,3186,no,no,1,53.375,yes
2953,35.0,technician,married,tertiary,3160,yes,no,2,53.375,yes
2954,33.0,blue-collar,married,primary,195,no,no,5,-1.0,yes
2955,74.5,retired,married,tertiary,4087,no,no,2,53.375,yes
2956,40.0,admin.,married,tertiary,764,yes,no,1,-1.0,yes
2957,52.0,management,married,tertiary,583,no,no,1,53.375,yes
2958,55.0,technician,divorced,tertiary,0,no,no,2,53.375,yes
2959,71.0,retired,married,secondary,4087,no,no,2,-1.0,yes
2960,74.5,retired,married,tertiary,1204,no,no,1,-1.0,yes
2961,35.0,technician,married,secondary,4087,yes,no,4,53.375,yes
2962,52.0,technician,married,secondary,234,no,no,1,-1.0,yes
2963,31.0,management,single,tertiary,4087,no,no,1,-1.0,yes
2964,31.0,admin.,single,secondary,4087,no,no,1,-1.0,yes
2965,38.0,management,married,unknown,3576,no,no,2,53.375,yes
2966,28.0,student,single,secondary,1925,no,no,1,53.375,yes
2967,72.0,retired,married,secondary,1129,no,no,1,53.375,yes
2968,29.0,admin.,single,secondary,265,yes,no,1,53.375,yes
2969,46.0,housemaid,married,secondary,38,no,no,1,-1.0,yes
2970,53.0,technician,married,secondary,1982,yes,yes,1,-1.0,yes
2971,58.0,technician,married,secondary,3399,no,no,2,53.375,yes
2972,22.0,student,single,tertiary,691,no,no,5,53.375,yes
2973,28.0,admin.,married,secondary,330,no,no,1,53.375,yes
2974,31.0,technician,married,secondary,318,no,no,1,-1.0,yes
2975,26.0,blue-collar,single,tertiary,644,no,no,1,-1.0,yes
2976,60.0,retired,divorced,tertiary,4,yes,no,1,53.375,yes
2977,29.0,technician,single,secondary,1165,no,no,2,53.375,yes
2978,36.0,admin.,divorced,tertiary,4087,no,no,1,53.375,yes
2979,68.0,retired,married,tertiary,2820,no,no,1,53.375,yes
2981,53.0,unemployed,married,primary,980,yes,no,1,-1.0,yes
2982,39.0,technician,married,secondary,2983,no,no,1,-1.0,yes
2983,28.0,services,single,secondary,339,no,no,1,53.375,yes
2984,72.0,retired,married,unknown,1940,no,no,2,-1.0,yes
2985,29.0,management,single,tertiary,1445,no,no,2,-1.0,yes
2986,26.0,student,single,tertiary,294,no,no,2,-1.0,yes
2988,43.0,management,single,tertiary,4087,no,no,5,53.375,yes
2989,28.0,student,single,unknown,78,no,no,3,53.375,yes
2990,44.0,admin.,single,secondary,733,yes,no,2,53.375,yes
2991,73.0,retired,divorced,primary,4087,no,no,6,-1.0,yes
2992,39.0,management,married,tertiary,481,no,no,5,53.375,yes
2993,29.0,student,single,secondary,314,no,no,2,53.375,yes
2994,31.0,technician,married,secondary,684,yes,no,3,-1.0,yes
2995,30.0,student,single,secondary,1681,no,no,2,-1.0,yes
2996,50.0,admin.,married,secondary,4087,yes,no,3,53.375,yes
2997,42.0,management,married,tertiary,254,no,no,6,53.375,yes
2998,37.0,admin.,married,secondary,0,yes,no,1,53.375,yes
2999,49.0,technician,married,secondary,307,no,no,1,-1.0,yes
3000,59.0,unemployed,married,secondary,957,no,no,2,-1.0,yes
3001,74.5,retired,married,primary,155,no,no,2,-1.0,yes
3002,74.5,retired,single,secondary,614,no,no,1,-1.0,yes
3003,69.0,retired,married,unknown,426,no,no,1,-1.0,yes
3004,74.5,retired,married,secondary,4087,no,no,2,53.375,yes
3005,36.0,services,married,secondary,4087,no,no,3,-1.0,yes
3006,49.0,management,married,tertiary,395,no,no,5,-1.0,yes
3007,69.0,retired,married,secondary,3588,yes,no,1,-1.0,yes
3008,66.0,retired,married,unknown,2540,no,no,2,53.375,yes
3009,32.0,management,divorced,tertiary,883,yes,no,1,53.375,yes
3010,47.0,management,single,tertiary,4087,no,no,1,53.375,yes
3011,58.0,management,married,tertiary,256,no,no,1,53.375,yes
3012,64.0,retired,married,primary,43,no,no,1,-1.0,yes
3013,72.0,retired,married,primary,3856,no,no,4,53.375,yes
3014,74.5,retired,married,primary,3025,no,no,3,53.375,yes
3015,30.0,technician,married,secondary,2326,no,no,1,53.375,yes
3016,36.0,management,married,tertiary,925,no,no,3,53.375,yes
3017,53.0,entrepreneur,married,tertiary,1961,no,no,1,-1.0,yes
3018,34.0,management,married,tertiary,2037,no,no,2,-1.0,yes
3019,29.0,student,single,secondary,459,no,no,3,53.375,yes
3020,29.0,management,single,tertiary,572,no,no,1,53.375,yes
3021,74.5,retired,divorced,secondary,452,no,no,1,-1.0,yes
3022,57.0,retired,married,secondary,4087,no,no,2,53.375,yes
3023,72.0,retired,married,secondary,1533,no,no,2,-1.0,yes
3025,57.0,management,divorced,unknown,2986,no,no,2,53.375,yes
3026,66.0,housemaid,married,primary,1230,no,no,3,-1.0,yes
3027,27.0,student,single,secondary,538,no,no,4,53.375,yes
3028,50.0,management,married,tertiary,4087,yes,no,1,53.375,yes
3029,74.5,retired,divorced,secondary,1341,no,no,6,-1.0,yes
3030,50.0,services,married,secondary,320,no,no,3,53.375,yes
3031,32.0,admin.,single,secondary,131,yes,no,1,53.375,yes
3032,59.0,retired,married,primary,2074,no,no,1,53.375,yes
3033,68.0,retired,married,secondary,1443,no,no,2,53.375,yes
3034,31.0,technician,married,tertiary,3338,yes,no,2,-1.0,yes
3035,64.0,self-employed,married,tertiary,661,no,no,2,53.375,yes
3036,30.0,unemployed,divorced,secondary,4087,no,no,2,-1.0,yes
3037,60.0,admin.,married,secondary,3735,no,no,1,53.375,yes
3038,35.0,management,single,tertiary,538,no,no,3,53.375,yes
3039,72.0,retired,married,primary,4087,no,no,3,53.375,yes
3040,30.0,blue-collar,married,primary,5,no,no,1,53.375,yes
3041,52.0,unemployed,divorced,secondary,230,no,no,2,-1.0,yes
3042,33.0,management,married,tertiary,1808,no,no,3,-1.0,yes
3043,74.5,retired,married,secondary,4087,no,no,1,53.375,yes
3044,43.0,management,married,tertiary,3518,no,no,2,53.375,yes
3045,39.0,technician,single,tertiary,25,yes,no,1,53.375,yes
3046,25.0,technician,married,tertiary,2551,no,no,3,-1.0,yes
3047,38.0,admin.,married,secondary,4087,no,no,2,53.375,yes
3048,44.0,management,married,unknown,2724,no,no,1,-1.0,yes
3049,20.0,student,single,unknown,755,no,no,1,-1.0,yes
3050,32.0,management,single,tertiary,718,yes,no,1,53.375,yes
3051,23.0,services,single,secondary,870,no,no,1,53.375,yes
3052,35.0,unemployed,married,secondary,978,no,no,3,53.375,yes
3053,61.0,management,married,secondary,544,no,no,3,53.375,yes
3054,46.0,management,divorced,tertiary,461,no,no,2,-1.0,yes
3055,70.0,retired,married,primary,2795,no,no,2,-1.0,yes
3056,25.0,technician,single,secondary,139,no,yes,1,53.375,yes
3057,57.0,retired,married,secondary,1044,no,no,1,53.375,yes
3058,55.0,admin.,married,secondary,1633,no,no,1,53.375,yes
3059,33.0,management,married,tertiary,4087,yes,no,1,53.375,yes
3060,73.0,retired,married,primary,1388,no,no,2,53.375,yes
3061,34.0,unemployed,single,secondary,15,no,no,1,-1.0,yes
3062,31.0,technician,single,secondary,2544,no,no,1,53.375,yes
3063,25.0,blue-collar,single,secondary,2007,no,no,2,-1.0,yes
3064,30.0,technician,married,tertiary,2166,no,no,2,-1.0,yes
3065,28.0,self-employed,single,tertiary,4087,no,no,2,-1.0,yes
3066,21.0,student,single,secondary,2488,no,no,2,53.375,yes
3067,74.5,retired,married,primary,2190,no,no,2,-1.0,yes
3068,22.0,student,single,secondary,254,no,no,2,-1.0,yes
3069,28.0,self-employed,single,tertiary,1579,no,no,1,53.375,yes
3070,31.0,unemployed,married,tertiary,330,no,no,1,53.375,yes
3071,60.0,retired,married,secondary,938,no,no,3,-1.0,yes
3072,41.0,technician,single,unknown,4087,yes,no,3,-1.0,yes
3073,24.0,student,single,secondary,3176,no,no,2,-1.0,yes
3074,54.0,management,divorced,tertiary,496,no,no,3,-1.0,yes
3075,35.0,technician,single,tertiary,0,no,no,6,-1.0,yes
3076,70.0,retired,divorced,primary,482,no,no,1,53.375,yes
3077,62.0,blue-collar,married,secondary,180,no,no,1,53.375,yes
3078,59.0,technician,married,primary,4087,no,no,1,53.375,yes
3079,48.0,unemployed,married,secondary,817,no,no,1,53.375,yes
3080,45.0,admin.,married,secondary,4087,no,no,1,-1.0,yes
3081,36.0,admin.,married,unknown,991,no,no,2,-1.0,yes
3082,33.0,services,single,secondary,133,no,no,2,53.375,yes
3083,32.0,admin.,married,secondary,366,no,no,2,-1.0,yes
3084,60.0,retired,divorced,tertiary,979,yes,no,3,53.375,yes
3085,39.0,management,married,tertiary,2939,no,no,2,-1.0,yes
3086,37.0,admin.,single,secondary,4087,no,no,2,-1.0,yes
3087,74.5,retired,married,primary,1255,no,no,3,-1.0,yes
3088,74.5,retired,married,primary,4087,no,no,2,53.375,yes
3089,64.0,retired,married,secondary,588,no,no,1,53.375,yes
3091,47.0,blue-collar,married,secondary,820,no,no,1,53.375,yes
3092,66.0,retired,married,secondary,203,no,no,1,53.375,yes
3093,61.0,retired,married,secondary,86,no,no,1,53.375,yes
3094,27.0,admin.,married,tertiary,2855,no,no,1,53.375,yes
3095,63.0,retired,married,secondary,474,no,no,1,-1.0,yes
3096,36.0,management,married,tertiary,203,no,no,1,53.375,yes
3098,74.5,retired,married,unknown,775,no,no,4,53.375,yes
3100,30.0,admin.,single,secondary,255,no,no,1,-1.0,yes
3101,74.5,retired,married,primary,243,no,no,1,53.375,yes
3102,42.0,unknown,single,unknown,942,no,no,1,53.375,yes
3103,48.0,admin.,divorced,secondary,1180,no,no,1,53.375,yes
3105,38.0,housemaid,divorced,secondary,70,no,no,4,53.375,yes
3106,61.0,admin.,married,unknown,4087,yes,no,1,53.375,yes
3107,20.0,student,single,unknown,829,no,no,3,53.375,yes
3108,39.0,admin.,married,secondary,0,no,no,1,53.375,yes
3109,44.0,technician,married,secondary,2776,yes,no,1,-1.0,yes
3110,73.0,retired,married,primary,279,no,no,3,-1.0,yes
3111,36.0,student,single,tertiary,129,no,no,1,53.375,yes
3112,48.0,management,married,tertiary,157,no,no,4,-1.0,yes
3113,52.0,services,married,secondary,659,no,no,4,53.375,yes
3114,30.0,blue-collar,married,secondary,2493,no,no,2,-1.0,yes
3115,36.0,management,married,tertiary,3949,no,no,2,-1.0,yes
3116,74.5,retired,married,primary,997,no,no,1,53.375,yes
3117,33.0,technician,married,tertiary,1699,no,no,1,53.375,yes
3118,56.0,technician,married,tertiary,1181,no,no,1,53.375,yes
3119,54.0,admin.,married,secondary,0,no,no,1,53.375,yes
3120,34.0,admin.,married,tertiary,0,no,no,2,-1.0,yes
3121,66.0,retired,married,tertiary,1948,no,no,1,53.375,yes
3122,52.0,blue-collar,married,primary,306,no,no,1,-1.0,yes
3123,60.0,retired,married,secondary,4087,yes,no,2,-1.0,yes
3124,28.0,admin.,single,secondary,261,yes,yes,3,53.375,yes
3125,56.0,retired,divorced,primary,694,no,no,1,53.375,yes
3126,36.0,technician,married,tertiary,202,no,no,1,53.375,yes
3127,45.0,management,single,tertiary,4087,no,no,6,-1.0,yes
3128,60.0,management,married,unknown,264,no,no,1,-1.0,yes
3129,33.0,entrepreneur,single,secondary,278,no,no,5,-1.0,yes
3130,74.5,retired,married,tertiary,4087,no,no,2,-1.0,yes
3131,66.0,retired,married,primary,3629,no,no,1,53.375,yes
3132,45.0,management,married,tertiary,547,no,no,1,-1.0,yes
3133,30.0,student,single,unknown,4087,no,no,1,-1.0,yes
3134,56.0,services,married,secondary,1989,no,no,2,53.375,yes
3135,64.0,housemaid,married,unknown,2645,no,no,2,-1.0,yes
3136,30.0,technician,single,tertiary,4060,no,no,1,53.375,yes
3137,33.0,technician,married,secondary,303,yes,no,1,53.375,yes
3138,72.0,retired,married,primary,2600,no,no,2,53.375,yes
3139,44.0,technician,married,tertiary,1818,yes,yes,1,53.375,yes
3140,37.0,admin.,single,secondary,728,no,no,1,53.375,yes
3141,52.0,blue-collar,married,secondary,955,no,yes,1,48.0,yes
3142,37.0,technician,single,secondary,265,yes,yes,1,53.375,yes
3143,34.0,management,married,tertiary,123,no,no,3,-1.0,yes
3144,74.5,retired,married,unknown,4087,no,no,2,53.375,yes
3145,45.0,admin.,married,secondary,205,no,no,1,53.375,yes
3146,68.0,retired,married,tertiary,2812,no,no,2,53.375,yes
3147,53.0,management,married,tertiary,4087,no,no,1,-1.0,yes
3148,39.0,services,married,secondary,2758,no,no,3,-1.0,yes
3149,55.0,management,divorced,tertiary,2037,no,no,2,53.375,yes
3150,32.0,student,single,tertiary,0,no,no,3,53.375,yes
3151,74.5,retired,married,primary,2223,no,no,1,-1.0,yes
3152,35.0,admin.,divorced,secondary,1085,no,no,6,53.375,yes
3153,55.0,admin.,married,secondary,602,no,no,2,53.375,yes
3154,41.0,technician,single,tertiary,1646,yes,no,1,53.375,yes
3155,35.0,unemployed,single,tertiary,415,no,no,1,53.375,yes
3156,74.5,retired,married,secondary,2354,no,no,1,53.375,yes
3157,38.0,technician,married,secondary,318,no,no,1,53.375,yes
3158,48.0,blue-collar,married,secondary,1730,yes,no,1,53.375,yes
3159,25.0,management,married,unknown,448,no,no,1,53.375,yes
3160,36.0,admin.,single,tertiary,994,no,no,1,53.375,yes
3161,29.0,housemaid,single,tertiary,19,no,no,2,53.375,yes
3162,58.0,unemployed,married,secondary,1625,no,no,2,-1.0,yes
3163,46.0,blue-collar,married,secondary,1144,yes,no,2,53.375,yes
3164,23.0,admin.,single,tertiary,897,yes,no,2,53.375,yes
3165,67.0,retired,divorced,secondary,704,no,no,2,53.375,yes
3166,30.0,management,married,tertiary,1996,no,no,3,53.375,yes
3167,22.0,student,single,secondary,216,no,no,1,53.375,yes
3168,45.0,admin.,married,secondary,1206,no,no,1,53.375,yes
3169,40.0,management,married,tertiary,1855,no,no,6,-1.0,yes
3170,35.0,management,married,tertiary,62,no,no,2,53.375,yes
3172,60.0,technician,married,secondary,824,yes,no,1,53.375,yes
3173,24.0,student,single,tertiary,235,no,no,1,53.375,yes
3174,18.0,student,single,unknown,108,no,no,1,53.375,yes
3175,65.0,entrepreneur,married,tertiary,2331,no,no,1,53.375,yes
3176,27.0,management,single,tertiary,390,no,no,2,53.375,yes
3177,35.0,admin.,single,secondary,-32,no,yes,4,53.375,yes
3178,39.0,blue-collar,single,tertiary,172,yes,no,2,53.375,yes
3179,53.0,admin.,married,secondary,4087,no,no,2,53.375,yes
3180,23.0,student,single,secondary,480,no,no,2,53.375,yes
3181,34.0,admin.,married,secondary,2374,yes,no,2,53.375,yes
3182,36.0,management,single,tertiary,479,no,no,2,-1.0,yes
3183,52.0,unemployed,married,secondary,94,no,no,1,53.375,yes
3184,36.0,student,single,unknown,417,no,no,1,-1.0,yes
3185,61.0,retired,married,tertiary,2557,yes,no,2,53.375,yes
3186,58.0,technician,married,secondary,589,yes,no,3,53.375,yes
3187,48.0,unemployed,divorced,secondary,201,no,no,2,53.375,yes
3188,34.0,management,divorced,tertiary,2885,no,no,2,53.375,yes
3189,58.0,management,married,secondary,2155,no,yes,2,53.375,yes
3190,39.0,technician,divorced,secondary,902,yes,no,2,53.375,yes
3191,44.0,management,married,tertiary,1791,no,no,1,53.375,yes
3193,27.0,student,single,tertiary,4087,no,no,1,53.375,yes
3194,74.5,retired,married,secondary,638,no,no,1,53.375,yes
3195,30.0,admin.,single,secondary,4087,no,no,6,-1.0,yes
3196,61.0,retired,married,tertiary,4087,no,no,3,-1.0,yes
3200,59.0,technician,married,secondary,116,no,no,1,53.375,yes
3201,42.0,blue-collar,married,secondary,413,yes,no,2,53.375,yes
3202,35.0,self-employed,single,tertiary,353,no,no,1,53.375,yes
3203,71.0,retired,married,secondary,1712,no,no,1,-1.0,yes
3204,60.0,retired,married,secondary,523,no,no,1,53.375,yes
3205,34.0,blue-collar,married,secondary,1454,yes,no,2,53.375,yes
3206,57.0,retired,married,primary,4087,no,no,1,53.375,yes
3207,74.5,retired,married,secondary,291,no,no,1,53.375,yes
3208,64.0,retired,married,tertiary,846,no,no,1,53.375,yes
3209,36.0,technician,married,tertiary,341,no,no,2,53.375,yes
3210,29.0,technician,single,secondary,113,no,no,2,53.375,yes
3211,34.0,management,single,tertiary,4087,no,no,1,53.375,yes
3212,26.0,unemployed,single,secondary,632,no,no,1,-1.0,yes
3214,47.0,blue-collar,married,secondary,3715,no,no,2,53.375,yes
3216,32.0,technician,married,secondary,3271,no,no,1,53.375,yes
3217,21.0,student,single,secondary,123,no,no,5,53.375,yes
3219,29.0,management,single,tertiary,1026,no,no,2,53.375,yes
3220,32.0,management,married,tertiary,905,no,no,4,-1.0,yes
3221,38.0,services,married,secondary,775,no,no,3,53.375,yes
3222,48.0,unemployed,married,secondary,926,no,no,4,53.375,yes
3223,46.0,management,married,tertiary,349,no,no,2,53.375,yes
3224,32.0,technician,married,secondary,484,yes,no,6,53.375,yes
3225,49.0,services,married,primary,1830,yes,no,1,-1.0,yes
3226,37.0,management,married,tertiary,2987,yes,no,1,53.375,yes
3228,23.0,student,single,secondary,431,no,no,3,53.375,yes
3230,45.0,management,married,tertiary,226,yes,no,4,53.375,yes
3232,23.0,student,single,secondary,1234,no,no,1,53.375,yes
3233,34.0,management,married,tertiary,271,yes,no,1,53.375,yes
3234,27.0,management,single,tertiary,-69,yes,no,3,-1.0,yes
3235,28.0,student,single,tertiary,1562,no,no,4,-1.0,yes
3236,61.0,self-employed,divorced,tertiary,4087,no,no,3,53.375,yes
3238,34.0,management,single,tertiary,2159,no,no,1,-1.0,yes
3239,52.0,technician,married,secondary,195,yes,no,1,53.375,yes
3240,28.0,technician,single,secondary,154,yes,no,2,-1.0,yes
3241,35.0,management,single,tertiary,681,no,no,1,53.375,yes
3242,66.0,retired,married,secondary,2326,no,yes,1,53.375,yes
3243,52.0,services,married,secondary,961,no,yes,1,53.375,yes
3244,26.0,admin.,single,tertiary,2532,yes,yes,1,-1.0,yes
3245,38.0,management,single,tertiary,455,yes,no,2,53.375,yes
3246,59.0,self-employed,married,tertiary,2013,no,no,4,53.375,yes
3247,47.0,blue-collar,married,secondary,1568,yes,no,1,53.375,yes
3248,22.0,student,single,unknown,1215,no,no,3,53.375,yes
3249,74.5,retired,married,secondary,121,no,no,1,-1.0,yes
3250,60.0,retired,divorced,secondary,1,no,no,1,53.375,yes
3251,53.0,management,married,tertiary,597,no,no,1,-1.0,yes
3252,39.0,management,single,tertiary,763,no,no,1,53.375,yes
3253,27.0,unknown,single,unknown,326,no,no,1,-1.0,yes
3254,35.0,management,married,tertiary,1380,no,no,1,-1.0,yes
3255,74.5,housemaid,married,primary,0,no,no,1,53.375,yes
3256,47.0,admin.,married,secondary,368,no,no,1,53.375,yes
3257,72.0,retired,divorced,tertiary,438,no,no,1,-1.0,yes
3258,45.0,management,single,tertiary,483,no,no,2,53.375,yes
3259,37.0,unemployed,married,tertiary,4087,no,no,1,53.375,yes
3260,29.0,self-employed,single,tertiary,805,no,no,1,53.375,yes
3261,40.0,management,single,tertiary,0,yes,no,2,53.375,yes
3262,32.0,management,married,tertiary,302,yes,yes,1,53.375,yes
3263,20.0,student,single,secondary,215,no,no,1,53.375,yes
3264,48.0,housemaid,married,tertiary,4087,no,no,2,53.375,yes
